scraped_date,old_date,old_price,new_date,new_price,price_difference,price_growth
2026-09-11,2025-09-03,39.7435,2026-09-10,43.8725,4.129,10.3891
2026-09-14,2025-09-04,39.7535,2026-09-14,43.9176,4.1641,10.4748
2026-09-16,2025-09-05,39.7634,2026-09-15,43.9291,4.1657,10.4762
2026-09-17,2025-09-06,39.7734,2026-09-16,43.9404,4.167,10.4769
2026-09-18,2025-09-07,39.7833,2026-09-17,43.9517,4.1684,10.4778
